,Ticker,Date,Price,Shares Outstanding,Market Cap,EV,EBITDA,EV/EBITDA,D/E,BV/Share,Total Cash,Total Liabilities,Total Revenue,Operating Cash Flow,BS Recent Date,CF Recent Date,IS Recent Date
26,ADZ.V,"04/19/2020, 23:57:53",0.03,150310000.0,4510000.0,4720000.0,0.0,0.0,0.0,0.0,138.0,348.0,0.0,-524.0,2018-12-31,2018-12-31,2018-12-31
27,ADZN.V,"04/19/2020, 23:58:14",0.58,100470000.0,58270000.0,40280000.0,-3950000.0,0.0,0,0.0,6770.0,1665.0,0.0,-1636.0,2018-12-31,2018-12-31,2018-12-31
28,AEC.V,"04/19/2020, 23:58:35",0.13,82870000.0,10770000.0,9410000.0,-2130000.0,0.0,0,0.0,52.0,23844.0,0.0,-3002.0,2018-12-31,2018-12-31,2018-12-31
29,AEP.V,"04/19/2020, 23:58:56",0.235,57710000.0,13560000.0,22430000.0,0.0,0.0,0.0,0.0,1594.0,17922.0,13353.0,1301.0,2018-12-31,2018-12-31,2018-12-31
30,AEX.V,"04/19/2020, 23:59:16",0,70950000.0,41150000.0,39630000.0,-4920000.0,0.0,0,0.0,1515.0,645.0,0.0,-4158.0,2019-12-31,2019-12-31,2019-12-31
31,AFCC.V,"04/19/2020, 23:59:41",1.19,23120000.0,27520000.0,-22080000.0,0,0,0.0,0.0,2173.0,27813.0,8015.0,5131.0,2018-12-31,2018-12-31,2018-12-31
32,AFE.V,"04/20/2020, 00:00:01",0.195,789310000.0,153910000.0,151570000.0,-4720000.0,0.0,0.0,0.0,2408.0,464.0,0.0,-2753.0,2019-12-31,2019-12-31,2019-12-31
33,AFF.V,"04/20/2020, 00:00:22",0.18,33750000.0,6080000.0,5530000.0,0,0,0.0,0.0,36.0,95.0,0.0,-184.0,2019-06-30,2019-06-30,2019-06-30
34,AFM.V,"04/20/2020, 00:00:42",0.15,866030000.0,129910000.0,249880000.0,-7130000.0,0.0,0.0,0.0,17105.0,100336.0,0.0,-5188.0,2018-12-31,2018-12-31,2018-12-31
35,AGC.V,"04/20/2020, 00:01:02",0.16,191400000.0,30620000.0,22990000.0,0,0,0,0.0,7635.0,2664.0,0.0,-3646.0,2019-12-31,2019-12-31,2019-12-31
