,Ticker,Date,Price,Shares Outstanding,Market Cap,EV,EBITDA,EV/EBITDA,D/E,BV/Share,Total Cash,Total Liabilities,Total Revenue,Operating Cash Flow,BS Recent Date,CF Recent Date,IS Recent Date
337,CUSP-P.V,"04/20/2020, 01:43:53",0.105,15000000.0,1570000.0,-1150000.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
338,CUU.V,"04/20/2020, 01:44:13",0.06,485970000.0,29160000.0,27490000.0,0.0,0.0,0,0.0,374.0,1865.0,0.0,-853.0,2019-10-31,2019-10-31,2019-10-31
339,CVB.V,"04/20/2020, 01:44:35",0.245,54430000.0,13330000.0,8750000.0,0,0,0,0.0,1669.0,375.0,0.0,-714.0,2018-12-31,2018-12-31,2018-12-31
340,CVV.V,"04/20/2020, 01:44:55",0.18,57580000.0,10360000.0,7230000.0,-3650000.0,0.0,0,0.0,1388.0,157.0,0.0,-1697.0,2019-04-30,2019-04-30,2019-04-30
341,CVX.V,"04/20/2020, 01:45:15",0.395,59290000.0,23420000.0,32600000.0,2370000.0,0.0,0.0,0.0,733.0,15676.0,17561.0,-1101.0,2018-12-31,2018-12-31,2018-12-31
342,CWC.V,"04/20/2020, 01:45:36",0.1,510700000.0,51070000.0,91810000.0,10800000.0,0.0,0.0,0.0,117.0,61366.0,108446.0,12247.0,2019-12-31,2019-12-31,2019-12-31
343,CWM.V,"04/20/2020, 01:45:58",0.025,44430000.0,1110000.0,1110000.0,0,0,0,0.0,2.0,52.0,0.0,-320.0,2019-12-31,2019-12-31,2019-12-31
344,CWRK.V,"04/20/2020, 01:46:18",0.045,23760000.0,1340000.0,2300000.0,0,0,0,0.0,1.0,2062.0,250.0,-2292.0,2019-12-31,2019-12-31,2019-12-31
345,CWV.V,"04/20/2020, 01:46:39",0.2,72900000.0,14580000.0,-3770000.0,24150000.0,0.0,0.0,0.0,2194.0,36817.0,48667.0,21636.0,2018-12-31,2018-12-31,2018-12-31
346,CX.V,"04/20/2020, 01:46:59",0.08,14200000.0,1140000.0,0.0,0,0,0,0.0,314.0,13.0,0.0,-83.0,2019-07-31,2019-07-31,2019-07-31
347,CXO.V,"04/20/2020, 01:47:19",0.04,211170000.0,8450000.0,7280000.0,-1180000.0,0.0,0.0,0.0,191.0,778.0,0.0,-2012.0,2019-03-31,2019-03-31,2019-03-31
348,CYF.V,"04/20/2020, 01:47:39",0.015,35150000.0,0.0,19020000.0,-1480000.0,0.0,0,0.0,0.0,26018.0,7479.0,-972.0,2019-05-31,2019-05-31,2019-05-31
349,CYL.V,"04/20/2020, 01:47:59",0.08,67270000.0,5380000.0,7300000.0,-1460000.0,0.0,0.0,0.0,441.0,3038.0,0.0,-1353.0,2019-03-31,2019-03-31,2019-03-31
350,CYM.V,"04/20/2020, 01:48:19",0.235,42800000.0,10060000.0,10510000.0,-1380000.0,0.0,0,0.0,181.0,1678.0,2644.0,-471.0,2019-04-30,2019-04-30,2019-04-30
351,CYP.V,"04/20/2020, 01:48:39",0.17,90100000.0,15320000.0,13790000.0,-1080000.0,0.0,0,0.0,1528.0,87.0,0.0,-1159.0,2019-12-31,2019-12-31,2019-12-31
352,CYX.V,"04/20/2020, 01:48:59",0.005,94780000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,801.0,2.0,-593.0,2018-12-31,2018-12-31,2018-12-31
353,CZ-H.V,"04/20/2020, 01:49:19",0.035,10220000.0,0.0,0.0,0,0,0,0.0,1.0,273.0,0.0,-21.0,2019-10-31,2019-10-31,2019-10-31
354,CZO.V,"04/20/2020, 01:49:41",0.36,77340000.0,27840000.0,29370000.0,1170000.0,0.0,0.0,0.0,1857.0,4957.0,12880.0,882.0,2019-12-31,2019-12-31,2019-12-31
355,CZR.V,"04/20/2020, 01:50:03",0.21,31510000.0,6620000.0,6660000.0,-4510000.0,0.0,0.0,0.0,1617.0,25491.0,6256.0,-2592.0,2018-12-31,2018-12-31,2018-12-31
356,CZR-WT.V,"04/20/2020, 01:50:24",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
357,CZZ.V,"04/20/2020, 01:50:44",0.05,28410000.0,1420000.0,1030000.0,0,0,0,0.0,139.0,22.0,0.0,-101.0,2019-03-31,2019-03-31,2019-03-31
358,DAC.V,"04/20/2020, 01:51:06",0.04,72870000.0,2910000.0,2610000.0,-2009999.9999999998,0.0,0,0.0,138.0,562.0,1421.0,-1764.0,2018-12-31,2018-12-31,2018-12-31
359,DAN.V,"04/20/2020, 01:51:27",0.19,113160000.0,21500000.0,53190000.0,-1930000.0,0.0,0.0,0.0,355.0,36487.0,0.0,-2018.0,2019-12-31,2019-12-31,2019-12-31
360,DASH.V,"04/20/2020, 01:51:48",0.1,84620000.0,8460000.0,6930000.0,0.0,0.0,0.0,0.0,677.0,229.0,202.0,-557.0,2019-08-31,2019-08-31,2019-08-31
361,DAU.V,"04/20/2020, 01:52:08",0.09,90090000.0,8109999.999999999,7570000.0,-5500000.0,0.0,0,0.0,112.0,533.0,0.0,-1349.0,2018-12-31,2018-12-31,2018-12-31
362,DB.V,"04/20/2020, 01:52:29",0.07,342500000.0,23980000.0,24720000.0,0.0,0.0,0.0,0.0,30110.0,14307.0,0.0,-3587.0,2018-12-31,2018-12-31,2018-12-31
363,DB-DB.V,"04/20/2020, 01:52:49",26.08,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
364,DBV.V,"04/20/2020, 01:53:09",0.06,114870000.0,6890000.0,6090000.0,0.0,0.0,0,0.0,54.0,239.0,0.0,-271.0,2019-02-28,2019-02-28,2019-02-28
365,DCMC.V,"04/20/2020, 01:53:29",0.55,26590000.0,14630000.0,2650000.0,0,0,0.0,0.0,265.0,58.0,0.0,-34.0,2018-12-31,2018-12-31,2018-12-31
366,DCOP.V,"04/20/2020, 01:53:49",0.01,136940000.0,1370000.0,1340000.0,0.0,0.0,0,0.0,50.0,409.0,0.0,-411.0,2019-10-31,2019-10-31,2019-10-31
367,DCY.V,"04/20/2020, 01:54:10",0.08,12220000.0,0.0,0.0,0,0,0,0.0,37.0,12.0,0.0,-131.0,2019-07-31,2019-07-31,2019-07-31
368,DDD-P.V,"04/20/2020, 01:54:30",0.065,4500000.0,0.0,0.0,0,0,0.0,0.0,220.0,6.0,0.0,-81.0,2019-01-31,2019-01-31,2019-01-31
369,DE.V,"04/20/2020, 01:54:51",1.44,11460000.0,16500000.0,44010000.0,5310000.0,0.0,0.0,0.0,1815.0,20912.0,37993.0,965.0,2018-12-31,2018-12-31,2018-12-31
370,DEC.V,"04/20/2020, 01:55:11",0.025,166370000.0,4160000.0,4170000.0,0.0,0.0,0,0.0,75.0,1930.0,0.0,-776.0,2019-04-30,2019-04-30,2019-04-30
371,DEF.V,"04/20/2020, 01:55:31",0.17,149480000.0,25410000.0,25270000.0,0,0,0.0,0.0,129.0,2584.0,0.0,-1050.0,2019-06-30,2019-06-30,2019-06-30
372,DEFN.V,"04/20/2020, 01:55:51",0.12,39710000.0,4760000.0,4050000.0,0,0,0,0.0,192.0,57.0,0.0,-703.0,2019-03-31,2019-03-31,2019-03-31
373,DELX.V,"04/20/2020, 01:56:12",0.075,87230000.0,6540000.0,7580000.0,0,0,0,0.0,187.0,1316.0,0.0,-1807.0,2018-12-31,2018-12-31,2018-12-31
374,DEX.V,"04/20/2020, 01:56:32",0.17,55190000.0,9380000.0,3100000.0,0.0,0.0,0,0.0,10927.0,657.0,0.0,0.0,2018-12-31,ttm,ttm
375,DFR.V,"04/20/2020, 01:56:53",0.105,68900000.0,7230000.0,5910000.0,0,0,0,0.0,1575.0,967.0,0.0,-100.0,2019-06-30,2019-06-30,2019-06-30
376,DG.V,"04/20/2020, 01:57:15",0.12,25660000.0,3080000.0,1610000.0,0,0,0,0.0,1716.0,18.0,0.0,-512.0,2018-12-31,2018-12-31,2018-12-31
377,DGHI.V,"04/20/2020, 01:57:35",0.23,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
378,DGO.V,"04/20/2020, 01:57:55",0.05,46230000.0,2310000.0,2110000.0,0.0,0.0,0,0.0,324.0,142.0,0.0,-336.0,2019-07-31,2019-07-31,2019-07-31
379,DHR.V,"04/20/2020, 01:58:15",0.055,39670000.0,2180000.0,2370000.0,0,0,0.0,0.0,22.0,498.0,0.0,-153.0,2019-09-30,2019-09-30,2019-09-30
380,DIA.V,"04/20/2020, 01:58:35",0.03,54690000.0,1640000.0,1640000.0,0,0,0,0.0,46.0,78.0,0.0,-439.0,2019-05-31,2019-05-31,2019-05-31
381,DJI.V,"04/20/2020, 01:58:56",0.025,152300000.0,3810000.0,3980000.0,0.0,0.0,0.0,0.0,100.0,1381.0,0.0,-572.0,2018-11-30,2018-11-30,2018-11-30
382,DLC.V,"04/20/2020, 01:59:16",0.05,29030000.0,1450000.0,8780000.0,0,0,0.0,0.0,315.0,1202.0,0.0,34.0,2018-12-31,2018-12-31,2018-12-31
383,DLP.V,"04/20/2020, 01:59:37",0.1,5510000.0,0.0,4380000.0,0,0,0,0.0,256.0,37.0,0.0,-104.0,2018-12-31,2018-12-31,2018-12-31
384,DLS.V,"04/20/2020, 01:59:57",0.05,282530000.0,14130000.0,203280000.0,-1320000.0,0.0,0.0,0.0,0.0,197915.0,20372.0,-1896.0,2019-12-31,2019-12-31,2019-12-31
385,DLTA.V,"04/20/2020, 02:00:17",0.14,29050000.0,4070000.0000000005,3130000.0,0.0,0.0,0,0.0,938.0,132.0,0.0,-791.0,2019-12-31,2019-12-31,2019-12-31
386,DLV-H.V,"04/20/2020, 02:00:38",0.055,74340000.0,4090000.0,1670000.0,0.0,0.0,0,0.0,2423.0,41.0,0.0,-151.0,2019-11-30,2019-11-30,2019-11-30
387,DM.V,"04/20/2020, 02:00:57",0.115,226080000.0,26000000.0,25760000.0,-3080000.0,0.0,0.0,0.0,654.0,4947.0,2230.0,-2655.0,2018-12-31,2018-12-31,2018-12-31
388,DME.V,"04/20/2020, 02:01:17",0.19,43930000.0,8350000.0,6310000.0,0.0,0.0,0,0.0,969.0,119.0,0.0,-520.0,2019-09-30,2019-09-30,2019-09-30
389,DMGI.V,"04/20/2020, 02:01:38",0.065,96670000.0,6280000.0,1440000.0,-6520000.0,0.0,0.0,0.0,1133.0,8229.0,10103.0,-5846.0,2019-09-30,2019-09-30,2019-09-30
390,DMI.V,"04/20/2020, 02:01:58",0.11,65310000.0,7180000.0,9490000.0,-2009999.9999999998,0.0,0,0.0,139.0,7778.0,4114.0,-3011.0,2019-03-31,2019-03-31,2019-03-31
391,DMR.V,"04/20/2020, 02:02:19",0.025,26310000.0,0.0,0.0,0,0,0,0.0,80.0,18.0,0.0,-258.0,2019-07-31,2019-07-31,2019-07-31
392,DOS.V,"04/20/2020, 02:02:39",0.08,74910000.0,5990000.0,5770000.0,0,0,0,0.0,157.0,182.0,0.0,-150.0,2019-12-31,2019-12-31,2019-12-31
393,DSM.V,"04/20/2020, 02:03:00",0.055,79780000.0,4390000.0,4330000.0,0,0,0.0,0.0,9.0,1104.0,0.0,-386.0,2019-08-31,2019-08-31,2019-08-31
394,DSV.V,"04/20/2020, 02:03:19",0.45,210930000.0,94920000.0,83520000.0,-6670000.0,0.0,0.0,0.0,4692.0,230.0,0.0,-7304.0,2018-12-31,2018-12-31,2018-12-31
395,DSY.V,"04/20/2020, 02:03:39",0.81,11000000.0,9170000.0,7290000.0,0.0,0.0,0.0,0.0,2892.0,506.0,3809.0,840.0,2019-08-31,2019-08-31,2019-08-31
396,DURO-P.V,"04/20/2020, 02:03:58",0.125,6300000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
397,DV.V,"04/20/2020, 02:04:19",0.29,83460000.0,24200000.0,19720000.0,-6570000.0,0.0,0,0.0,2563.0,308.0,0.0,-8748.0,2018-12-31,2018-12-31,2018-12-31
398,DVG.V,"04/20/2020, 02:04:42",0.015,120060000.0,1800000.0,6540000.0,0.0,0.0,0,0.0,292.0,7347.0,7535.0,-189.0,2018-12-31,ttm,ttm
399,DVI.V,"04/20/2020, 02:05:04",0.05,0,1830000.0,0.0,0,0,0,0,812.0,1255.0,0.0,-888.0,2019-09-30,2019-09-30,2019-09-30
400,DWS.V,"04/20/2020, 02:05:26",0.17,200010000.0,34000000.0,55520000.0,-1800000.0,0.0,0.0,0.0,0.0,30095.0,28123.0,-2155.0,2019-03-31,2019-03-31,2019-03-31
401,DYA.V,"04/20/2020, 02:05:47",0.68,336730000.0,231670000.0,223200000.0,-11390000.0,0.0,0.0,0.0,109.0,3623.0,91.0,-6544.0,2018-12-31,2018-12-31,2018-12-31
402,DYG.V,"04/20/2020, 02:06:08",0.045,25030000.0,1130000.0,0.0,0,0,0,0.0,472.0,89.0,0.0,-440.0,2018-12-31,2018-12-31,2018-12-31
403,EAC.V,"04/20/2020, 02:06:28",0.07,120650000.0,8450000.0,16100000.000000002,-2480000.0,0.0,0,0.0,112.0,3375.0,1432.0,-2431.0,2018-12-31,2018-12-31,2018-12-31
404,EAC-WT.V,"04/20/2020, 02:06:49",0.02,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
405,EAM.V,"04/20/2020, 02:07:09",0.105,180540000.0,18960000.0,22870000.0,-2690000.0,0.0,0.0,0.0,60.0,2598.0,0.0,-3364.0,2018-12-31,2018-12-31,2018-12-31
406,EAS.V,"04/20/2020, 02:07:31",0.045,94140000.0,4240000.0,4460000.0,0,0,0,0.0,61.0,2726.0,0.0,-974.0,2019-08-31,2019-08-31,2019-08-31
407,EAST.V,"04/20/2020, 02:07:51",0.015,84610000.0,1270000.0,3190000.0,-1860000.0,0.0,0.0,0.0,54.0,3168.0,1390.0,-2444.0,2019-07-31,2019-07-31,2019-07-31
408,EAU.V,"04/20/2020, 02:08:14",0.045,38790000.0,1610000.0,1800000.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,-773.0,2019-11-30,2019-11-30,2019-11-30
409,EBM.V,"04/20/2020, 02:08:34",1.34,68890000.0,92310000.0,91840000.0,0.0,0.0,0,0.0,625.0,335.0,1293.0,-178.0,2019-10-31,2019-10-31,2019-10-31
410,ECC.V,"04/20/2020, 02:08:54",0.12,63220000.0,7590000.0,4350000.0,-1910000.0,0.0,0,0.0,7645.0,444.0,0.0,-1125.0,2018-12-31,2018-12-31,2018-12-31
411,ECM.V,"04/20/2020, 02:09:16",0.25,177310000.0,44330000.0,45710000.0,0.0,0.0,0.0,0.0,813.0,4237.0,20.0,-869.0,2018-12-31,2018-12-31,2018-12-31
412,ECR.V,"04/20/2020, 02:09:36",0.12,190830000.0,22900000.0,17400000.0,2360000.0,0.0,0.0,0.0,7601.0,2081.0,0.0,-1044.0,2018-12-31,2018-12-31,2018-12-31
413,ECT.V,"04/20/2020, 02:09:56",0.015,31000000.0,0.0,2760000.0,-1850000.0,0.0,0,0.0,242.0,4530.0,4355.0,-1619.0,2018-12-31,2018-12-31,2018-12-31
414,EDG.V,"04/20/2020, 02:10:16",0.055,110410000.0,6070000.0,3570000.0,0,0,0,0.0,3482.0,88.0,0.0,-218.0,2018-12-31,2018-12-31,2018-12-31
415,EDW-H.V,"04/20/2020, 02:10:37",0.075,38670000.0,2900000.0,1780000.0,0,0,0,0.0,1229.0,240.0,0.0,-506.0,2018-12-31,2018-12-31,2018-12-31
416,EECC-P.V,"04/20/2020, 02:10:58",0.02,6100000.0,0.0,0.0,0,0,0,0.0,324.0,27.0,0.0,-91.0,2019-09-30,2019-09-30,2019-09-30
417,EGA.V,"04/20/2020, 02:11:17",0.03,37850000.0,1140000.0,1160000.0,0.0,0.0,0,0.0,24.0,3618.0,0.0,-715.0,2019-05-31,2019-05-31,2019-05-31
418,EGLD.V,"04/20/2020, 02:11:40",0.85,0,0,21010000.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
419,EGM.V,"04/20/2020, 02:12:01",0.045,222610000.0,10020000.0,9650000.0,-1160000.0,0.0,0.0,0.0,94.0,637.0,0.0,-1178.0,2019-09-30,2019-09-30,2019-09-30
420,EGT.V,"04/20/2020, 02:12:21",0.06,227490000.0,13650000.0,22460000.0,-6640000.0,0.0,0,0.0,480.0,15573.0,3428.0,-7408.0,2019-09-30,2019-09-30,2019-09-30
421,EHT.V,"04/20/2020, 02:12:42",0.025,384580000.0,9610000.0,22160000.0,-3540000.0,0.0,0,0.0,132.0,32091.0,135.0,-2439.0,2019-11-30,2019-11-30,2019-11-30
422,EIL.V,"04/20/2020, 02:13:04",0.22,165300000.0,36370000.0,79060000.0,-13830000.0,0.0,0,0.0,137.0,103998.0,140939.0,-4132.0,2018-12-31,2018-12-31,2018-12-31
423,EKG.V,"04/20/2020, 02:13:26",0.035,141620000.0,4960000.0,5320000.0,0.0,0.0,0,0.0,139.0,1158.0,1076.0,-192.0,2018-12-31,2018-12-31,2018-12-31
424,EL.V,"04/20/2020, 02:13:46",0.02,232130000.0,4640000.0,3740000.0,-3760000.0,0.0,0.0,0.0,906.0,5112.0,3974.0,-3374.0,2018-12-31,2018-12-31,2018-12-31
425,ELC.V,"04/20/2020, 02:14:06",0.315,26840000.0,8450000.0,0.0,0,0,0,0.0,13143.0,179.0,1893.0,2090.0,2018-11-30,2018-11-30,2018-11-30
426,ELN.V,"04/20/2020, 02:14:26",0.03,61610000.0,1850000.0,0.0,0.0,0.0,0,0.0,1453.0,41.0,0.0,-568.0,2019-01-31,2019-01-31,2019-01-31
427,ELO.V,"04/20/2020, 02:14:46",0.24,38640000.0,9270000.0,9500000.0,0.0,0.0,0.0,0.0,190.0,358.0,0.0,-682.0,2019-03-31,2019-03-31,2019-03-31
428,ELXR.V,"04/20/2020, 02:15:06",0.04,558780000.0,22350000.0,27190000.0,-8300000.000000001,0.0,0.0,0.0,6566.0,3064.0,342.0,-4604.0,2018-09-30,2018-09-30,2018-09-30
429,ELY.V,"04/20/2020, 02:15:27",0.75,114910000.0,86180000.0,72040000.0,-2210000.0,0.0,0.0,0.0,4222.0,2779.0,2083.0,-1999.0,2019-12-31,2019-12-31,2019-12-31
430,EMC-WT-A.V,"04/20/2020, 02:15:48",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
431,EMH.V,"04/20/2020, 02:16:08",0.165,182370000.0,30090000.0,51570000.0,-48790000.0,0.0,0.0,0.0,36042.0,36464.0,1948.0,-29089.0,2018-12-31,2018-12-31,2018-12-31
432,EMM.V,"04/20/2020, 02:16:28",0.105,85010000.0,8930000.0,8730000.0,-1110000.0,0.0,0,0.0,21.0,594.0,0.0,-1101.0,2018-12-31,2018-12-31,2018-12-31
433,EMN.V,"04/20/2020, 02:16:48",0.095,180970000.0,17190000.0,14610000.0,-7530000.0,0.0,0.0,0.0,4085.0,1028.0,0.0,-7620.0,2019-09-30,2019-09-30,2019-09-30
434,EMO.V,"04/20/2020, 02:17:08",0.035,50610000.0,1770000.0,2009999.9999999998,-1390000.0,0.0,0,0.0,69.0,2119.0,0.0,-1517.0,2019-09-30,2019-09-30,2019-09-30
435,EMPX.V,"04/20/2020, 02:17:28",0.025,60740000.0,1520000.0,0.0,0,0,0,0.0,2533.0,62.0,0.0,-1642.0,2019-03-31,2019-03-31,2019-03-31
436,EMR.V,"04/20/2020, 02:17:48",0.045,65220000.0,2930000.0,1540000.0,0,0,0.0,0.0,2265.0,1313.0,0.0,-1019.0,2018-12-31,2018-12-31,2018-12-31
437,EMX.V,"04/20/2020, 02:18:08",2.39,82470000.0,198130000.0,123640000.0,-10210000.0,0.0,0,0.0,74488.0,3732.0,1439.0,-13476.0,2019-12-31,2019-12-31,2019-12-31
438,ENA.V,"04/20/2020, 02:18:28",0.015,641930000.0,9630000.0,35370000.0,-7210000.0,0.0,0,0.0,45.0,25574.0,1424.0,-6112.0,2019-06-30,2019-06-30,2019-06-30
439,ENRG.V,"04/20/2020, 02:18:47",0.05,21550000.0,1080000.0,0.0,0.0,0.0,0,0.0,358.0,149.0,0.0,-1146.0,2019-06-30,2019-06-30,2019-06-30
440,ENTH-H.V,"04/20/2020, 02:19:07",0.24,7800000.0,1870000.0,1050000.0,0,0,0,0.0,144.0,24.0,0.0,-498.0,2018-12-31,2018-12-31,2018-12-31
441,ENW.V,"04/20/2020, 02:19:27",0.79,111110000.0,87780000.0,73500000.0,0.0,0.0,0.0,0.0,18665.0,12306.0,42842.0,-2413.0,2019-09-30,2019-09-30,2019-09-30
442,ENW-WT.V,"04/20/2020, 02:19:47",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
443,EOG.V,"04/20/2020, 02:20:07",0.315,184700000.0,58180000.0,32810000.000000004,0,0,0,0.0,25082.0,1551.0,16948.0,10113.0,2019-03-31,2019-03-31,2019-03-31
444,EP.V,"04/20/2020, 02:20:26",0.035,75010000.0,2630000.0,1520000.0,0,0,0.0,0.0,1522.0,1868.0,0.0,-72.0,2018-12-31,2018-12-31,2018-12-31
445,EPI.V,"04/20/2020, 02:20:46",5.63,20760000.0,116890000.0,71100000.0,-14350000.0,0.0,0.0,0.0,53323.0,5593.0,0.0,-12250.0,2019-09-30,2019-09-30,2019-09-30
446,EPL.V,"04/20/2020, 02:21:07",0.095,93350000.0,8870000.0,3380000.0,0.0,0.0,0,0.0,4438.0,218.0,3076.0,-1067.0,2018-12-31,2018-12-31,2018-12-31
447,EPO-H.V,"04/20/2020, 02:21:27",0.025,45750000.0,1140000.0,10240000.0,0.0,0.0,0.0,0.0,3.0,24634.0,0.0,-795.0,2018-12-31,2018-12-31,2018-12-31
448,EQ.V,"04/20/2020, 02:21:47",0.98,54910000.0,53810000.0,49090000.0,0.0,0.0,0,0.0,584.0,4281.0,5868.0,-1385.0,2018-12-31,2018-12-31,2018-12-31
449,EQG.V,"04/20/2020, 02:22:07",0.03,30220000.0,0.0,5150000.0,0.0,0.0,0,0.0,25.0,5180.0,12562.0,1373.0,2019-02-28,2019-02-28,2019-02-28
450,EQTY.V,"04/20/2020, 02:22:27",0.045,28190000.0,1270000.0,0.0,0.0,0.0,0,0.0,35.0,114.0,0.0,-505.0,2019-08-31,2019-08-31,2019-08-31
451,ERA.V,"04/20/2020, 02:22:47",0.02,86490000.0,1730000.0,2510000.0,-1080000.0,0.0,0,0.0,589.0,1702.0,0.0,-730.0,2019-03-31,2019-03-31,2019-03-31
452,ERC.V,"04/20/2020, 02:23:07",0.1,48450000.0,4840000.0,4510000.0,0.0,0.0,0,0.0,827.0,3408.0,293.0,-414.0,2018-12-31,2018-12-31,2018-12-31
453,ERE-UN.V,"04/20/2020, 02:23:31",3.71,142040000.0,526970000.0,328390000.0,0,0,0.0,0.0,13972.0,1143429.0,41481.0,23013.0,2019-12-31,2019-12-31,2019-12-31
454,ESK.V,"04/20/2020, 02:23:50",0.16,118210000.0,18910000.0,18180000.0,0.0,0.0,0,0.0,60.0,652.0,0.0,-637.0,2019-02-28,2019-02-28,2019-02-28
455,ESU.V,"04/20/2020, 02:24:10",0.02,144860000.0,2900000.0,0.0,-1190000.0,0.0,0.0,0.0,3.0,985.0,0.0,-1745.0,2019-09-30,2019-09-30,2019-09-30
456,ESX.V,"04/20/2020, 02:24:30",0.4,18540000.0,7410000.0,0.0,0,0,0,0.0,46.0,370.0,0.0,-148.0,2019-09-30,2019-09-30,2019-09-30
457,ETF.V,"04/20/2020, 02:24:51",0.03,46690000.0,1400000.0,1170000.0,0,0,0,0.0,471.0,138.0,0.0,-158.0,2019-02-28,2019-02-28,2019-02-28
458,ETMC.V,"04/20/2020, 02:25:12",0.29,30480000.0,8840000.0,8570000.0,-2270000.0,0.0,0.0,0.0,277.0,455.0,0.0,-1933.0,2019-12-31,2019-12-31,2019-12-31
459,ETV-H.V,"04/20/2020, 02:25:32",0.035,6800000.0,0.0,0.0,0,0,0,0.0,262.0,21.0,0.0,-42.0,2019-07-31,2019-07-31,2019-07-31
460,EU.V,"04/20/2020, 02:25:54",0.16,159200000.0,25470000.0,19790000.0,0,0,0,0.0,925.0,303.0,0.0,-244.0,2018-12-31,2018-12-31,2018-12-31
461,EV.V,"04/20/2020, 02:26:13",0.045,107360000.0,4830000.0,4410000.0,0,0,0.0,0.0,42.0,674.0,0.0,-1043.0,2019-06-30,2019-06-30,2019-06-30
462,EVE.V,"04/20/2020, 02:26:34",0.075,287870000.0,21590000.0,31020000.0,-3750000.0,0.0,0.0,0.0,4717.0,6682.0,0.0,-8362.0,2018-10-31,2018-10-31,2018-10-31
463,EVER.V,"04/20/2020, 02:26:54",0.33,27620000.0,9120000.0,6870000.0,0,0,0,0.0,2247.0,87.0,0.0,-1146.0,2019-12-31,2019-12-31,2019-12-31
464,EVM.V,"04/20/2020, 02:27:14",0.28,84750000.0,23730000.0,13320000.0,-3640000.0,0.0,0.0,0.0,14165.0,1871.0,2433.0,-3014.0,2018-12-31,2018-12-31,2018-12-31
465,EVX.V,"04/20/2020, 02:27:34",0.02,43060000.0,0.0,0.0,0,0,0,0.0,16.0,1049.0,0.0,-1812.0,2019-04-30,2019-04-30,2019-04-30
466,EW.V,"04/20/2020, 02:27:54",0.035,89590000.0,3140000.0,-1010000.0,0.0,0.0,0,0.0,3658.0,2013.0,2761.0,1139.0,2019-03-31,2019-03-31,2019-03-31
467,EWK.V,"04/20/2020, 02:28:14",0.105,77500000.0,8140000.000000001,15890000.0,0.0,0.0,0.0,0.0,7.0,8821.0,0.0,-335.0,2019-11-30,2019-11-30,2019-11-30
468,EWS.V,"04/20/2020, 02:28:35",0.045,214360000.0,9650000.0,13280000.0,-1140000.0,0.0,0,0.0,13.0,6515.0,221.0,-781.0,2018-12-31,2018-12-31,2018-12-31
469,EXG.V,"04/20/2020, 02:28:58",0.005,350930000.0,1750000.0,1510000.0,0,0,0,0.0,269.0,212.0,0.0,-511.0,2018-12-31,2018-12-31,2018-12-31
470,EXP.V,"04/20/2020, 02:29:17",0.1,100470000.0,10050000.0,2450000.0,-5900000.0,0.0,0,0.0,1608.0,588.0,771.0,-2166.0,2018-11-30,2018-11-30,2018-11-30
471,EXX.V,"04/20/2020, 02:29:37",0.01,93150000.0,0.0,0.0,0,0,0,0.0,11.0,327.0,0.0,-918.0,2018-12-31,2018-12-31,2018-12-31
472,EYC.V,"04/20/2020, 02:29:57",0.26,49150000.0,12780000.0,5690000.0,-2950000.0,0.0,0.0,0.0,2156.0,1204.0,666.0,-4747.0,2019-02-28,2019-02-28,2019-02-28
473,F.V,"04/20/2020, 02:30:18",0.62,97720000.0,60580000.0,57800000.0,9100000.0,0.0,0.0,0.0,6167.0,7107.0,44381.0,4425.0,2018-09-30,2018-09-30,2018-09-30
474,FA.V,"04/20/2020, 02:30:38",0.16,58910000.0,9440000.0,-16850000.0,0,0,0,0.0,1454.0,2847.0,13241.0,-1264.0,2018-12-31,2018-12-31,2018-12-31
475,FBF.V,"04/20/2020, 02:30:58",0.36,8820000.0,3180000.0,2340000.0,0.0,0.0,0.0,0.0,500.0,167.0,2820.0,14.0,2018-12-31,2018-12-31,2018-12-31
476,FBR-H.V,"04/20/2020, 02:31:19",0.13,7110000.0,0.0,0.0,0,0,0.0,0.0,411.0,19.0,0.0,23.0,2018-12-31,2018-12-31,2018-12-31
477,FCA-DB.V,"04/20/2020, 02:31:38",66.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
478,FCA-U.V,"04/20/2020, 02:31:58",4.01,6130000.0,23260000.0,0.0,3510000.0,0,0.0,0.0,6409.0,34301.0,4296.0,667.0,2019-12-31,2019-12-31,2019-12-31
479,FCA-UN.V,"04/20/2020, 02:32:18",5.52,8530000.0,47070000.0,0.0,3510000.0,0,0.0,0.0,6409.0,34301.0,4296.0,667.0,2019-12-31,2019-12-31,2019-12-31
