,Ticker,Date,Price,Shares Outstanding,Market Cap,EV,EBITDA,EV/EBITDA,D/E,BV/Share,Total Cash,Total Liabilities,Total Revenue,Operating Cash Flow,BS Recent Date,CF Recent Date,IS Recent Date
531,DLR-U.TO,"04/22/2020, 05:20:13",10.13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
532,DML.TO,"04/22/2020, 05:20:29",0.56,626000000.0,350560000.0,345160000.0,-14890000.0,0.0,0.0,0.0,8190.0,89849.0,15549.0,-18801.0,2019-12-31,2019-12-31,2019-12-31
533,DN.TO,"04/22/2020, 05:20:43",0.435,87960000.0,38260000.0,61330000.0,0.0,0.0,0.0,0.0,5847.0,31727.0,31766.0,-12130.0,2019-12-31,2019-12-31,2019-12-31
534,DN-DB.TO,"04/22/2020, 05:20:58",58.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
535,DN-WT.TO,"04/22/2020, 05:21:14",0.01,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
536,DN-WT-A.TO,"04/22/2020, 05:21:31",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
537,DNG.TO,"04/22/2020, 05:21:47",1.52,38790000.0,58960000.0,56540000.0,10430000.0,0.0,0.0,0.0,6743.0,14862.0,102499.0,-5883.0,2019-12-31,2019-12-31,2019-12-31
538,DNT.TO,"04/22/2020, 05:22:03",0.035,216000000.0,7560000.0,7560000.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.0,-113.0,2019-12-31,2019-12-31,2019-12-31
539,DOL.TO,"04/22/2020, 05:22:18",42.79,312220000.0,13270000000.0,16579999999.999998,919450000.0,0.0,0,0.0,90464.0,3808652.0,3787291.0,732508.0,2020-01-31,2020-01-31,2020-01-31
540,DOO.TO,"04/22/2020, 05:22:36",26.02,41410000.0,2270000000.0,4099999999.9999995,758400000.0,0.0,0,0.0,61600.0,4356800.0,6052700.0,555500.0,2020-01-31,2020-01-31,2020-01-31
541,DPM.TO,"04/22/2020, 05:22:53",5.89,180580000.0,1060000000.0,1070000000.0000001,139800000.0,0.0,0.0,0.0,23440.0,191816.0,419062.0,99430.0,2019-12-31,2019-12-31,2019-12-31
542,DQD.TO,"04/22/2020, 05:23:10",26.04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
543,DQI.TO,"04/22/2020, 05:23:26",22.52,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
544,DR.TO,"04/22/2020, 05:23:42",3.9,31110000.0,121310000.0,358570000.0,88110000.0,0.0,0.0,0.0,31986.0,297203.0,398103.0,77375.0,2019-12-31,2019-12-31,2019-12-31
545,DRA-UN.TO,"04/22/2020, 05:23:58",4.73,68760000.0,325250000.0,309900000.0,27300000.0,0.0,0.0,0.0,117787.0,128590.0,31533.0,17219.0,2019-12-31,2019-12-31,2019-12-31
546,DRCU.TO,"04/22/2020, 05:24:16",21.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
547,DRFC.TO,"04/22/2020, 05:24:33",15.64,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
548,DRFD.TO,"04/22/2020, 05:24:49",17.44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
549,DRFE.TO,"04/22/2020, 05:25:07",14.99,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
550,DRFG.TO,"04/22/2020, 05:25:24",19.25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
551,DRFU.TO,"04/22/2020, 05:25:41",19.85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
552,DRM.TO,"04/22/2020, 05:25:56",8.5,92210000.0,810220000.0,1160000000.0,308970000.0,0.0,0.0,0.0,388521.0,1601424.0,580430.0,252376.0,2019-12-31,2019-12-31,2019-12-31
553,DRMC.TO,"04/22/2020, 05:26:16",17.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
554,DRMU.TO,"04/22/2020, 05:26:31",22.45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
555,DRT.TO,"04/22/2020, 05:26:49",1.42,84680000.0,120250000.0,94480000.0,10950000.0,0.0,0.0,0.0,47174.0,50576.0,247735.0,13359.0,2019-12-31,2019-12-31,2019-12-31
556,DRX.TO,"04/22/2020, 05:27:04",0.82,18290000.0,26760000.0,63590000.0,3890000.0,0.0,0.0,0.0,4164.0,66317.0,135073.0,11675.0,2019-01-31,2019-01-31,2019-01-31
557,DS.TO,"04/22/2020, 05:27:19",5.65,7630000.0,43120000.0,0.0,0,0,0,0,0.0,605.0,8465.0,22199.0,2019-11-30,2019-11-30,2019-11-30
558,DSG.TO,"04/22/2020, 05:27:35",53.93,84160000.0,4540000000.0,4510000000.0,117580000.0,0.0,0.0,0.0,44403.0,120877.0,325791.0,104252.0,2020-01-31,2020-01-31,2020-01-31
559,DXB.TO,"04/22/2020, 05:27:54",21.28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
560,DXC.TO,"04/22/2020, 05:28:11",21.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
561,DXF.TO,"04/22/2020, 05:28:29",25.23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
562,DXG.TO,"04/22/2020, 05:28:47",36.48,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
563,DXI.TO,"04/22/2020, 05:29:03",0.01,220950000.0,2210000.0,4920000.0,-1150000.0,0.0,0,0.0,26.0,11348.0,1951.0,-891.0,2018-12-31,2018-12-31,2018-12-31
564,DXM.TO,"04/22/2020, 05:29:21",8.19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
565,DXN.TO,"04/22/2020, 05:29:37",15.85,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
566,DXO.TO,"04/22/2020, 05:29:56",19.91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
567,DXP.TO,"04/22/2020, 05:30:11",14.95,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
568,DXU.TO,"04/22/2020, 05:30:26",33.67,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
569,DXV.TO,"04/22/2020, 05:30:44",19.84,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
570,DXW.TO,"04/22/2020, 05:31:00",19.04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
571,DXZ.TO,"04/22/2020, 05:31:17",7.98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
572,E.TO,"04/22/2020, 05:31:32",0.15,50980000.0,7650000.0,19740000.0,1610000.0,0.0,0.0,0.0,969.0,18026.0,19522.0,3610.0,2019-12-31,2019-12-31,2019-12-31
573,EARN.TO,"04/22/2020, 05:31:48",48.44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
574,ECF-UN.TO,"04/22/2020, 05:32:04",8.05,13070000.0,105240000.0,0.0,0,0,0,0,0.0,283662.0,10159.0,29869.0,2019-12-31,2019-12-31,2019-12-31
575,ECN.TO,"04/22/2020, 05:32:23",3.49,240130000.0,838050000.0,1420000000.0,0,0,0.0,0.0,137141.0,845112.0,248724.0,120751.0,2019-12-31,2019-12-31,2019-12-31
576,ECN-PR-A.TO,"04/22/2020, 05:32:39",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
577,ECN-PR-C.TO,"04/22/2020, 05:32:54",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
578,ECO.TO,"04/22/2020, 05:33:09",1.85,57900000.0,107120000.0,66720000.0,-1400000.0,0.0,0.0,0.0,43696.0,2537.0,18447.0,705.0,2019-12-31,2019-12-31,2019-12-31
579,EDGE.TO,"04/22/2020, 05:33:26",20.56,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
580,EDGF.TO,"04/22/2020, 05:33:41",8.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
581,EDR.TO,"04/22/2020, 05:33:56",2.14,142880000.0,312240000.0,288690000.0,-8380000.000000001,0.0,0.0,0.0,23437.0,40920.0,121724.0,-9578.0,2019-12-31,2019-12-31,2019-12-31
582,EDT.TO,"04/22/2020, 05:34:11",0.69,225820000.0,155860000.0,156640000.0,-4090000.0,0.0,0.0,0.0,1435.0,1746.0,2868.0,-2738.0,2019-12-31,2019-12-31,2019-12-31
583,EDV.TO,"04/22/2020, 05:34:27",24.69,109930000.0,2710000000.0,3360000000.0,351670000.0,0.0,0.0,0.0,189889.0,1056294.0,886371.0,301885.0,2019-12-31,2019-12-31,2019-12-31
584,EF-UN.TO,"04/22/2020, 05:34:43",7.05,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
585,EFH.TO,"04/22/2020, 05:34:58",5.75,12010000.0,69040000.0,-14750000.0,0.0,0.0,0.0,0.0,0.0,50813.0,35339.0,-246458.0,2019-12-31,2019-12-31,2019-12-31
586,EFL.TO,"04/22/2020, 05:35:13",0.215,115410000.0,24810000.0,38310000.0,-4530000.0,0.0,0,0.0,333.0,16353.0,4891.0,-2875.0,2019-09-30,2019-09-30,2019-09-30
587,EFN.TO,"04/22/2020, 05:35:28",9.2,435220000.0,4019999999.9999995,17530000000.0,0,0,0.0,0.0,0.0,13616958.0,1409545.0,1038915.0,2019-12-31,2019-12-31,2019-12-31
588,EFN-DB-A.TO,"04/22/2020, 05:35:43",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
589,EFN-DB-B.TO,"04/22/2020, 05:35:59",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
590,EFN-PR-A.TO,"04/22/2020, 05:36:14",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
591,EFN-PR-C.TO,"04/22/2020, 05:36:29",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
592,EFN-PR-E.TO,"04/22/2020, 05:36:46",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
593,EFN-PR-G.TO,"04/22/2020, 05:37:01",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
594,EFN-PR-I.TO,"04/22/2020, 05:37:17",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
595,EFR.TO,"04/22/2020, 05:37:33",2.21,115000000.0,254140000.0,278680000.0,-37440000.0,0.0,0.0,0.0,17648.0,45113.0,5865.0,-44378.0,2019-12-31,2019-12-31,2019-12-31
596,EFR-DB.TO,"04/22/2020, 05:37:48",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
597,EFR-WT.TO,"04/22/2020, 05:38:04",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
598,EFX.TO,"04/22/2020, 05:38:19",4.64,89680000.0,416110000.0,818880000.0,327010000.0,0.0,0.0,0.0,96255.0,1091719.0,2045422.0,54169.0,2019-12-31,2019-12-31,2019-12-31
599,EGIF.TO,"04/22/2020, 05:38:36",20.98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
600,EGLX.TO,"04/22/2020, 05:38:51",1.59,72090000.0,114630000.0,131400000.0,-17750000.0,0.0,0.0,0.0,14017.0,50687.0,11761.0,-15984.0,2019-12-31,2019-12-31,2019-12-31
601,EHE.TO,"04/22/2020, 05:39:10",20.19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
602,EHE-B.TO,"04/22/2020, 05:39:25",20.32,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
603,EIF.TO,"04/22/2020, 05:39:41",24.02,34730000.0,834230000.0,1990000000.0,305690000.0,0.0,0.0,0.0,22055.0,1536714.0,1341374.0,217237.0,2019-12-31,2019-12-31,2019-12-31
604,EIF-DB-H.TO,"04/22/2020, 05:39:56",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
605,EIF-DB-I.TO,"04/22/2020, 05:40:12",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
606,EIF-DB-J.TO,"04/22/2020, 05:40:27",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
607,EIF-DB-K.TO,"04/22/2020, 05:40:43",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
608,EIT-PR-A.TO,"04/22/2020, 05:40:58",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
609,EIT-PR-B.TO,"04/22/2020, 05:41:17",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
610,EIT-UN.TO,"04/22/2020, 05:41:32",8.46,118810000.0,1010000000.0,1150000000.0,0,0,0.0,0.0,0.0,324843.0,187696.0,-236475.0,2019-12-31,2019-12-31,2019-12-31
611,ELD.TO,"04/22/2020, 05:41:47",12.23,164960000.0,2020000000.0,2390000000.0,205040000.0,0.0,0.0,0.0,184845.0,1175107.0,617823.0,165826.0,2019-12-31,2019-12-31,2019-12-31
612,ELEF.TO,"04/22/2020, 05:42:03",0.16,122900000.0,19660000.0,16090000.0,11190000.0,0.0,0.0,0.0,3018.0,2740.0,0.0,-2676.0,2019-12-31,2019-12-31,2019-12-31
613,ELF.TO,"04/22/2020, 05:42:18",685.0,4019999.9999999995,2750000000.0,4170000000.0,1050000000.0,0.0,0.0,0.0,0.0,16366122.0,2906541.0,416527.0,2019-12-31,2019-12-31,2019-12-31
614,ELF-PR-F.TO,"04/22/2020, 05:42:34",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
615,ELF-PR-G.TO,"04/22/2020, 05:42:49",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
616,ELF-PR-H.TO,"04/22/2020, 05:43:05",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
617,ELR.TO,"04/22/2020, 05:43:23",0.27,92600000.0,25000000.0,20680000.0,-1670000.0,0.0,0.0,0.0,1957.0,71347.0,39242.0,-8843.0,2019-12-31,2019-12-31,2019-12-31
618,ELV.TO,"04/22/2020, 05:43:38",16.04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
619,EMA.TO,"04/22/2020, 05:43:54",53.14,242600000.0,12890000000.0,30060000000.0,2250000000.0,0.0,0.0,0.0,231000.0,23241000.0,6111000.0,1525000.0,2019-12-31,2019-12-31,2019-12-31
620,EMA-PR-A.TO,"04/22/2020, 05:44:09",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
621,EMA-PR-B.TO,"04/22/2020, 05:44:24",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
622,EMA-PR-C.TO,"04/22/2020, 05:44:39",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
623,EMA-PR-E.TO,"04/22/2020, 05:44:55",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
624,EMA-PR-F.TO,"04/22/2020, 05:45:11",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
625,EMA-PR-H.TO,"04/22/2020, 05:45:27",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
626,EML-PR-A.TO,"04/22/2020, 05:45:42",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
627,EMP-A.TO,"04/22/2020, 05:45:58",32.32,170960000.0,8700000000.0,15100000000.0,1370000000.0,0.0,0.0,0.0,553300.0,5519400.0,25142000.0,885600.0,2019-04-30,2019-04-30,2019-04-30
628,EMV-B.TO,"04/22/2020, 05:46:15",22.28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
629,ENB.TO,"04/22/2020, 05:46:32",39.9,2029999999.9999998,80800000000.0,160230000000.0,12170000000.0,0.0,0.0,0.0,648000.0,93862000.0,50069000.0,9398000.0,2019-12-31,2019-12-31,2019-12-31
630,ENB-PF-A.TO,"04/22/2020, 05:46:47",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
631,ENB-PF-C.TO,"04/22/2020, 05:47:03",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
632,ENB-PF-E.TO,"04/22/2020, 05:47:18",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
633,ENB-PF-G.TO,"04/22/2020, 05:47:34",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
634,ENB-PF-I.TO,"04/22/2020, 05:47:49",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
635,ENB-PF-K.TO,"04/22/2020, 05:48:04",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
636,ENB-PF-U.TO,"04/22/2020, 05:48:19",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
637,ENB-PF-V.TO,"04/22/2020, 05:48:34",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
638,ENB-PR-A.TO,"04/22/2020, 05:48:50",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
639,ENB-PR-B.TO,"04/22/2020, 05:49:05",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
640,ENB-PR-C.TO,"04/22/2020, 05:49:21",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
641,ENB-PR-D.TO,"04/22/2020, 05:49:35",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
642,ENB-PR-F.TO,"04/22/2020, 05:49:52",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
643,ENB-PR-H.TO,"04/22/2020, 05:50:08",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
644,ENB-PR-J.TO,"04/22/2020, 05:50:24",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
645,ENB-PR-N.TO,"04/22/2020, 05:50:40",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
646,ENB-PR-P.TO,"04/22/2020, 05:50:55",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
647,ENB-PR-T.TO,"04/22/2020, 05:51:12",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
648,ENB-PR-U.TO,"04/22/2020, 05:51:28",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
649,ENB-PR-V.TO,"04/22/2020, 05:51:43",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
650,ENB-PR-Y.TO,"04/22/2020, 05:52:01",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
651,ENGH.TO,"04/22/2020, 05:52:17",50.34,54980000.0,2770000000.0,2820000000.0,106580000.0,0.0,0.0,0.0,150269.0,188527.0,385853.0,81375.0,2019-10-31,2019-10-31,2019-10-31
652,ENI-UN.TO,"04/22/2020, 05:52:33",1.11,3870000.0,3910000.0,-3660000.0,0,0,0,0.0,175.0,163.0,1246.0,937.0,2019-12-31,2019-12-31,2019-12-31
653,ENS.TO,"04/22/2020, 05:52:48",10.7,3190000.0,85600000.0,-16379999.999999998,0,0,0.0,0.0,83839.0,32902.0,19598.0,4818.0,2019-12-31,2019-12-31,2019-12-31
654,ENS-PR-A.TO,"04/22/2020, 05:53:03",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
655,ENT.TO,"04/22/2020, 05:53:19",0.035,127940000.0,4480000.0,252080000.0,21360000.0,0.0,0.0,0.0,1355.0,271851.0,180274.0,12019.0,2019-12-31,2019-12-31,2019-12-31
656,ENT-DB.TO,"04/22/2020, 05:53:35",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
657,EOX.TO,"04/22/2020, 05:53:50",0.03,331930000.0,9960000.0,23100000.0,-2880000.0,0.0,0.0,0.0,6964.0,35790.0,0.0,-3425.0,2019-12-31,2019-12-31,2019-12-31
658,EQB.TO,"04/22/2020, 05:54:06",62.87,16800000.0,1060000000.0,11500000000.0,0,0,0,0.0,0.0,26924738.0,497064.0,307698.0,2019-12-31,2019-12-31,2019-12-31
659,EQB-PR-C.TO,"04/22/2020, 05:54:21",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
660,EQL.TO,"04/22/2020, 05:54:37",19.37,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
661,EQL-F.TO,"04/22/2020, 05:54:53",16.65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
662,EQL-U.TO,"04/22/2020, 05:55:11",14.02,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
663,EQX.TO,"04/22/2020, 05:55:26",10.45,216200000.0,2260000000.0,1370000000.0,94410000.0,0.0,0.0,0.0,68704.0,436291.0,281697.0,59722.0,2019-12-31,2019-12-31,2019-12-31
664,EQX-WT.TO,"04/22/2020, 05:55:41",0.49,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Null,ttm,ttm
665,ER.TO,"04/22/2020, 05:55:57",0.08,288900000.0,23110000.0,21830000.0,-2300000.0,0.0,0.0,0.0,3086.0,4649.0,0.0,-2067.0,2019-10-31,2019-10-31,2019-10-31
666,ERD.TO,"04/22/2020, 05:56:12",0.215,191070000.0,41080000.0,42500000.0,-2680000.0,0.0,0.0,0.0,5107.0,6992.0,0.0,-1583.0,2019-12-31,2019-12-31,2019-12-31
667,ERF.TO,"04/22/2020, 05:56:27",2.62,222560000.0,583120000.0,1090000000.0,597100000.0,0.0,0.0,0.0,151649.0,1094244.0,1572955.0,694240.0,2019-12-31,2019-12-31,2019-12-31
668,ERO.TO,"04/22/2020, 05:56:42",12.82,85700000.0,1100000000.0,1240000000.0,138830000.0,0.0,0.0,0.0,21485.0,263616.0,284843.0,127830.0,2019-12-31,2019-12-31,2019-12-31
669,ESG.TO,"04/22/2020, 05:56:58",20.62,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
670,ESG-F.TO,"04/22/2020, 05:57:15",18.99,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
671,ESGA.TO,"04/22/2020, 05:57:31",23.96,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
672,ESGB.TO,"04/22/2020, 05:57:46",30.07,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
673,ESGE.TO,"04/22/2020, 05:58:03",25.24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
674,ESGF.TO,"04/22/2020, 05:58:18",30.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
675,ESGG.TO,"04/22/2020, 05:58:34",27.21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
676,ESGY.TO,"04/22/2020, 05:58:49",27.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
677,ESI.TO,"04/22/2020, 05:59:05",0.47,160180000.0,76450000.0,1650000000.0,392200000.0,0.0,0.0,0.0,28408.0,2007579.0,1592247.0,269571.0,2019-12-31,2019-12-31,2019-12-31
678,ESM.TO,"04/22/2020, 05:59:21",0.275,111790000.0,30740000.0,29340000.0,-7270000.0,0.0,0,0.0,1500.0,4279.0,0.0,-5165.0,2019-12-31,2019-12-31,2019-12-31
679,ESN.TO,"04/22/2020, 05:59:36",0.135,141860000.0,19150000.0,40930000.0,9530000.0,0.0,0.0,0.0,846.0,40724.0,141133.0,27702.0,2019-12-31,2019-12-31,2019-12-31
680,ET.TO,"04/22/2020, 05:59:52",13.93,76600000.0,1070000000.0000001,1050000000.0,107690000.0,0.0,0.0,0.0,108606.0,111194.0,443556.0,88470.0,2019-04-30,2019-04-30,2019-04-30
681,ETG.TO,"04/22/2020, 06:00:07",0.27,175470000.0,47380000.0,51340000.0,-2089999.9999999998,0.0,0,0.0,5380.0,53082.0,0.0,-1816.0,2019-12-31,2019-12-31,2019-12-31
682,ETHI.TO,"04/22/2020, 06:00:24",28.61,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
683,ETP.TO,"04/22/2020, 06:00:40",16.66,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
684,ETP-A.TO,"04/22/2020, 06:00:57",15.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
685,ETX.TO,"04/22/2020, 06:01:12",0.23,334090000.0,76840000.0,395500000.0,10530000.0,0.0,0,0.0,10596.0,350061.0,21876.0,15920.0,2019-12-31,2019-12-31,2019-12-31
686,EUR.TO,"04/22/2020, 06:01:31",16.35,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
687,EVT.TO,"04/22/2020, 06:01:46",90.3,5620000.0,507080000.0,470980000.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
688,EXE.TO,"04/22/2020, 06:02:02",6.05,89270000.0,540060000.0,1030000000.0,88520000.0,0.0,0.0,0.0,94457.0,773386.0,1131950.0,45190.0,2019-12-31,2019-12-31,2019-12-31
689,EXE-DB-C.TO,"04/22/2020, 06:02:16",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
690,EXF.TO,"04/22/2020, 06:02:33",3.08,24020000.0,171370000.0,178200000.0,11690000.0,0.0,0.0,0.0,19436.0,105038.0,287481.0,17242.0,2019-08-31,2019-08-31,2019-08-31
691,EXN.TO,"04/22/2020, 06:02:49",0.56,111130000.0,62230000.0,61360000.0,-5460000.0,0.0,0.0,0.0,6692.0,12958.0,26469.0,-3877.0,2019-12-31,2019-12-31,2019-12-31
692,EXN-WT.TO,"04/22/2020, 06:03:05",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
693,FAF.TO,"04/22/2020, 06:03:21",0.57,129770000.00000001,73970000.0,135140000.0,-18310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null,ttm,ttm
694,FAH-U.TO,"04/22/2020, 06:03:36",3.61,29500000.0,214780000.0,63470000.0,0,0,0,0.0,0.0,1852.0,-53292.0,-131713.0,2019-12-31,2019-12-31,2019-12-31
695,FAI.TO,"04/22/2020, 06:03:53",10.81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
696,FAO.TO,"04/22/2020, 06:04:09",8.24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
697,FAO-U.TO,"04/22/2020, 06:04:26",8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Null,Null,Null
698,FAP.TO,"04/22/2020, 06:04:42",2.7,50740000.0,137010000.0,0.0,0,0,0.0,0.0,0.0,105071.0,35121.0,8676.0,2019-10-31,2019-10-31,2019-10-31
699,FAR.TO,"04/22/2020, 06:04:58",0.3,89880000.0,26960000.0,165670000.0,28000000.0,0.0,0.0,0.0,16053.0,193664.0,205444.0,20554.0,2019-12-31,2019-12-31,2019-12-31
